Wavelength,Flux,BestFit,SkyFlux
5542.428,13.415,13.709,8.551
5543.703,14.545,13.651,9.258
5544.981,14.400,13.794,9.490
5546.257,14.495,13.987,9.532
5547.536,13.607,13.831,9.117
5548.812,13.711,13.586,8.555
5550.088,14.196,13.446,8.286
5551.368,14.749,13.436,8.419
5552.645,15.350,13.540,8.045
5553.926,13.518,13.556,7.731
5555.203,13.153,13.273,7.882
5556.484,13.381,13.046,7.668
5557.763,14.261,13.105,7.507
5559.041,14.559,13.324,7.476
5560.323,14.463,13.386,7.559
5561.602,14.927,13.342,7.481
5562.885,12.512,13.279,7.817
5564.164,13.108,13.082,8.861
5565.447,12.841,12.784,10.275
5566.728,13.270,12.662,9.611
5568.008,13.629,12.927,7.718
5569.292,14.262,12.944,7.331
5570.574,12.676,13.087,7.688
5571.858,13.475,13.387,7.247
5573.140,13.483,13.579,6.660
5574.425,14.169,13.595,6.356
5575.707,11.653,13.710,13.114
5576.993,20.622,13.643,182.375
5578.276,11.191,13.905,585.395
5579.559,20.475,13.884,678.016
5580.846,-0.786,13.707,263.292
5582.130,1.903,13.731,54.007
5583.417,9.221,13.642,14.987
5584.702,11.041,13.671,8.304
5585.989,13.769,13.663,6.981
5587.275,12.915,13.682,6.833
5588.560,13.932,13.619,7.286
5589.849,13.730,13.353,8.443
5591.135,13.649,13.114,9.358
5592.424,12.946,13.340,8.335
5593.710,14.312,13.365,7.338
5595.000,13.045,13.232,7.340
5596.287,12.910,13.139,7.232
5597.575,13.308,13.223,7.677
5598.866,14.117,13.580,8.292
5600.154,13.216,14.069,8.542
5601.445,14.699,14.104,8.208
5602.734,14.281,14.151,7.812
5604.026,13.870,14.130,8.152
5605.315,15.422,13.731,9.444
5606.604,12.791,13.302,10.929
5607.897,10.769,13.290,10.616
5609.187,12.811,13.308,8.621
5610.481,14.353,13.465,8.060
5611.771,13.828,13.664,7.957
5613.065,13.961,13.708,7.981
5614.357,12.400,13.617,8.143
5615.648,12.868,13.284,7.947
5616.943,14.532,13.131,7.814
5618.235,13.492,13.214,8.315
5619.531,14.007,13.470,8.322
5620.824,15.212,13.705,8.107
5622.120,12.583,13.626,8.116
5623.413,12.540,13.468,8.703
5624.707,12.374,13.259,10.265
5626.004,14.271,13.395,10.236
5627.298,14.252,13.629,8.990
5628.596,13.829,13.664,8.623
5629.891,14.974,13.805,7.949
5631.189,13.811,13.655,7.853
5632.484,14.048,13.663,8.365
5633.780,14.558,13.650,7.980
5635.079,15.494,13.450,8.150
5636.376,13.321,13.200,8.111
5637.675,13.156,13.125,8.100
5638.972,12.502,12.897,8.374
5640.273,14.458,12.994,8.493
5641.570,14.499,13.122,8.895
5642.868,13.995,13.188,8.620
5644.169,15.128,13.273,8.412
5645.468,14.518,13.331,9.152
5646.769,13.427,13.658,10.245
5648.069,13.833,13.636,9.976
5649.371,14.279,13.449,8.955
5650.671,13.108,13.390,9.054
5651.971,16.222,13.503,8.787
5653.274,14.748,13.636,8.971
5654.574,13.247,13.768,8.638
5655.878,14.421,13.750,8.524
5657.179,15.341,13.712,8.929
5658.484,15.204,13.604,8.739
5659.786,13.990,13.438,8.843
5661.088,13.529,13.499,8.958
5662.393,15.435,13.566,8.985
5663.696,12.980,13.512,9.316
5665.002,13.403,13.416,9.657
5666.305,14.630,13.373,9.794
5667.612,14.848,13.372,10.231
5668.916,13.773,13.337,10.796
5670.220,12.554,13.369,11.496
5671.527,12.721,13.362,12.458
5672.832,14.086,13.359,12.918
5674.140,14.857,13.360,13.084
5675.445,14.532,13.345,12.338
5676.754,12.849,13.368,12.344
5678.060,13.074,13.453,12.059
5679.369,14.195,13.494,11.812
5680.676,15.005,13.673,12.491
5681.983,16.634,13.930,14.161
5683.293,12.654,14.008,17.052
5684.600,15.494,13.849,20.071
5685.911,14.785,13.867,21.182
5687.219,13.430,13.837,21.907
5688.531,16.159,13.786,22.747
5689.839,14.092,13.568,23.830
5691.148,14.706,13.189,24.715
5692.461,13.017,13.137,23.525
5693.770,12.698,13.373,20.978
5695.083,13.486,13.596,18.208
5696.393,14.656,13.594,16.379
5697.707,13.186,13.435,15.085
5699.018,12.294,13.388,14.000
5700.329,16.002,13.604,12.623
5701.643,14.490,13.670,13.098
5702.955,13.759,13.636,12.830
5704.270,14.730,13.807,11.667
5705.582,13.744,13.891,10.872
5706.898,12.686,13.734,10.429
5708.211,13.543,13.903,10.524
5709.524,13.994,13.840,10.659
5710.841,13.966,13.644,10.488
5712.154,14.772,13.748,10.606
5713.472,13.962,13.895,11.034
5714.786,12.410,13.834,11.119
5716.104,13.064,14.022,10.022
5717.419,14.919,14.084,9.918
5718.734,15.212,13.689,10.162
5720.053,14.506,13.739,10.383
5721.369,16.498,13.991,9.758
5722.688,13.002,13.845,9.959
5724.004,14.893,13.756,9.778
5725.324,13.103,13.685,10.237
5726.642,14.650,13.643,10.340
5727.959,14.267,13.495,10.060
5729.280,13.125,13.445,9.557
5730.598,14.534,13.549,9.382
5731.919,13.523,13.408,9.240
5733.238,12.859,13.627,9.430
5734.560,13.273,13.526,9.345
5735.879,12.081,13.440,9.461
5737.199,14.122,13.487,9.595
5738.522,13.904,13.501,9.917
5739.842,13.327,13.517,9.296
5741.165,13.536,13.539,9.260
5742.486,13.478,13.583,9.196
5743.810,13.431,13.792,9.193
5745.132,14.368,13.917,9.271
5746.453,12.968,13.770,9.674
5747.779,12.923,13.665,9.529
5749.101,13.172,13.458,9.469
5750.427,14.278,13.487,9.377
5751.749,13.022,13.286,9.223
5753.076,12.054,12.966,9.389
5754.399,13.921,12.909,9.323
5755.723,11.912,12.976,9.328
5757.050,14.416,13.153,9.723
5758.375,14.228,13.197,9.432
5759.703,13.869,13.167,9.511
5761.028,11.233,13.271,10.373
5762.356,12.536,13.487,10.158
5763.682,12.027,13.438,10.256
5765.008,12.128,13.230,10.272
5766.337,13.667,13.104,10.858
5767.664,13.035,13.003,12.143
5768.994,11.995,13.068,15.006
5770.321,13.426,13.372,18.540
5771.651,13.545,13.591,19.422
5772.979,13.857,13.750,16.533
5774.307,15.752,14.004,12.886
5775.639,14.952,14.072,11.334
5776.967,15.053,13.984,10.814
5778.300,14.492,13.914,10.598
5779.629,13.940,13.727,10.441
5780.962,14.184,13.253,10.145
5782.291,14.539,12.954,9.604
5783.625,14.440,13.092,10.055
5784.955,14.313,13.390,10.711
5786.286,14.421,13.533,10.612
5787.621,16.048,13.636,10.724
5788.952,15.278,13.485,12.342
5790.287,13.775,13.427,15.583
5791.619,13.098,13.382,18.786
5792.954,12.118,13.326,19.267
5794.287,13.259,13.410,15.501
5795.620,15.557,13.716,12.925
5796.957,13.783,13.907,12.068
5798.290,15.560,13.867,11.238
5799.627,13.307,13.767,11.072
5800.961,14.826,13.674,10.911
5802.299,14.145,13.567,10.919
5803.634,12.888,13.474,11.177
5804.969,11.880,13.363,11.315
5806.308,13.870,13.327,11.509
5807.643,14.133,13.291,11.437
5808.983,13.579,13.274,11.378
5810.319,14.489,13.342,11.587
5811.659,13.234,13.453,11.470
5812.996,12.893,13.561,11.335
5814.333,13.637,13.607,11.302
5815.674,14.453,13.669,11.312
5817.012,16.085,13.612,11.249
5818.353,15.236,13.431,11.229
5819.692,15.796,13.509,11.381
5821.034,17.023,13.582,11.658
5822.373,16.140,13.508,12.105
5823.712,14.856,13.333,12.325
5825.055,14.453,13.077,11.915
5826.395,14.228,12.842,12.002
5827.739,14.637,12.906,12.278
5829.079,14.193,13.241,12.076
5830.424,16.247,13.212,12.275
5831.765,12.344,13.163,12.245
5833.106,15.099,13.257,12.416
5834.451,15.358,13.310,12.663
5835.794,14.956,13.273,12.602
5837.139,14.464,13.456,12.651
5838.482,13.710,13.418,12.471
5839.829,14.383,13.511,12.287
5841.172,15.321,13.737,12.610
5842.516,15.480,13.824,12.754
5843.863,15.513,13.816,12.849
5845.207,14.569,13.762,12.987
5846.555,13.900,13.782,12.542
5847.900,12.899,13.704,12.972
5849.249,16.086,13.558,13.257
5850.594,15.290,13.447,13.237
5851.940,14.697,13.284,13.407
5853.290,16.021,13.257,13.429
5854.636,14.894,13.243,13.542
5855.986,14.319,13.237,13.548
5857.334,14.497,13.325,13.561
5858.684,12.737,13.468,13.835
5860.032,14.031,13.483,13.647
5861.380,12.955,13.673,13.623
5862.732,15.216,13.831,13.717
5864.080,13.063,13.817,13.500
5865.433,13.547,13.606,15.003
5866.782,13.751,13.363,17.833
5868.135,13.993,13.339,20.787
5869.485,13.242,13.159,20.659
5870.835,14.459,13.205,18.017
5872.189,15.552,13.410,15.289
5873.540,10.836,13.373,14.106
5874.894,14.244,13.051,13.705
5876.246,12.627,13.024,13.264
5877.601,13.610,12.878,11.712
5878.953,15.358,12.745,10.763
5880.305,14.106,12.805,10.560
5881.661,14.329,12.957,10.266
5883.014,13.692,13.087,10.089
5884.371,13.299,13.354,10.400
5885.725,14.846,13.659,10.926
5887.082,15.347,13.673,12.430
5888.436,13.751,13.626,20.469
5889.794,12.045,13.642,58.281
5891.149,14.808,13.687,114.736
5892.504,12.025,13.799,114.050
5893.863,14.797,13.907,52.496
5895.219,13.375,13.878,33.856
5896.578,12.709,13.817,67.597
5897.935,14.452,13.748,83.936
5899.295,13.251,13.642,56.054
5900.652,13.288,13.575,23.868
5902.010,14.071,13.621,13.067
5903.371,12.119,13.677,11.534
5904.729,14.821,13.830,11.896
5906.090,16.902,13.911,12.360
5907.449,14.333,13.791,13.487
5908.811,14.002,13.753,14.033
5910.170,13.051,13.686,12.787
5911.530,15.760,13.675,12.122
5912.893,14.459,13.628,12.126
5914.254,13.772,13.637,13.173
5915.617,15.138,13.759,16.255
5916.978,16.171,13.744,19.195
5918.343,15.214,13.721,18.220
5919.704,12.931,13.776,14.558
5921.066,13.052,13.789,13.058
5922.431,15.925,13.643,13.130
5923.794,13.927,13.479,14.001
5925.160,10.740,13.662,15.941
5926.523,15.303,13.854,17.205
5927.890,15.097,13.764,16.382
5929.253,13.798,13.738,15.479
5930.617,13.077,13.682,15.507
5931.985,13.856,13.416,16.516
5933.350,13.341,13.394,20.380
5934.718,12.866,13.654,23.537
5936.083,15.104,13.771,20.859
5937.452,15.234,13.810,17.000
5938.818,14.149,13.793,15.579
5940.184,13.554,13.706,15.427
5941.554,14.506,13.691,14.275
5942.921,12.739,13.619,13.853
5944.291,13.298,13.501,14.340
5945.659,13.891,13.433,15.421
5947.030,13.143,13.506,16.983
5948.398,15.941,13.594,17.080
5949.766,16.686,13.354,15.483
5951.138,13.162,13.128,14.710
5952.507,12.307,12.910,15.467
5953.880,15.238,12.734,19.498
5955.249,12.013,12.726,22.466
5956.623,14.528,12.914,20.154
5957.993,13.824,13.100,15.878
5959.364,15.679,13.286,14.533
5960.738,13.970,13.345,14.162
5962.109,11.387,13.343,14.529
5963.484,13.470,13.461,14.811
5964.856,13.810,13.643,14.552
5966.231,12.465,13.521,14.487
5967.604,13.302,13.589,14.294
5968.977,14.448,13.575,14.058
5970.353,12.746,13.618,15.117
5971.727,14.458,13.785,16.255
5973.104,15.913,13.932,15.869
5974.478,13.536,13.896,15.044
5975.856,14.274,13.703,14.590
5977.230,14.173,13.669,16.394
5978.605,13.399,13.656,18.129
5979.984,15.117,13.606,17.264
5981.360,15.212,13.624,15.193
5982.739,14.351,13.695,13.788
5984.115,14.564,13.514,13.458
5985.495,13.128,13.500,13.651
5986.872,12.123,13.434,13.771
5988.249,13.972,13.433,13.480
5989.630,12.800,13.612,13.364
5991.008,13.499,13.527,13.124
5992.390,13.250,13.723,13.192
5993.768,12.612,13.864,13.202
5995.150,12.271,13.848,12.768
5996.530,13.287,13.813,12.969
5997.912,13.491,13.861,13.513
5999.292,13.818,13.859,13.854
6000.672,14.185,13.788,13.573
6002.056,13.950,13.839,13.088
6003.437,14.602,13.822,13.353
6004.821,15.170,13.797,14.668
6006.203,15.076,13.811,14.784
6007.588,14.978,13.563,13.597
6008.970,14.424,13.619,12.251
6010.352,13.102,13.680,12.253
6011.738,14.815,13.720,12.257
6013.121,14.833,13.758,11.990
6014.508,15.082,13.756,11.946
6015.891,14.244,13.710,11.808
6017.278,14.796,13.680,11.386
6018.663,15.184,13.586,11.460
6020.047,13.684,13.482,11.230
6021.436,14.198,13.430,11.240
6022.821,12.410,13.429,11.520
6024.210,11.941,13.422,11.390
6025.595,13.035,13.365,11.187
6026.985,12.796,13.207,11.547
6028.371,14.182,13.077,11.669
6029.758,14.013,13.078,11.578
6031.149,12.864,13.141,11.653
6032.536,13.723,13.077,11.369
6033.927,12.403,13.042,11.508
6035.315,11.948,13.209,12.121
6036.707,14.433,13.203,12.148
6038.096,14.176,13.203,11.613
6039.485,14.249,13.398,10.968
6040.878,14.454,13.244,10.923
6042.267,13.523,13.429,10.850
6043.661,13.428,13.616,10.461
6045.051,14.069,13.813,10.494
6046.445,16.207,14.248,10.497
6047.836,14.833,15.132,10.192
6049.227,15.504,16.253,10.321
6050.622,16.608,16.330,10.461
6052.014,16.214,15.238,10.557
6053.410,14.704,13.988,10.467
6054.802,12.929,13.314,10.205
6056.198,13.418,13.223,10.135
6057.592,14.480,13.193,9.896
6058.985,12.032,12.970,9.823
6060.382,13.648,12.809,9.904
6061.777,13.219,12.411,10.169
6063.174,11.619,11.840,10.402
6064.569,11.398,11.482,10.329
6065.968,10.068,11.454,10.154
6067.363,11.747,11.668,10.138
6068.759,12.405,11.860,10.539
6070.158,11.746,11.831,10.604
6071.555,12.270,11.890,10.301
6072.955,13.226,12.309,9.728
6074.352,13.725,12.667,9.437
6075.753,14.829,12.944,9.412
6077.150,13.579,13.126,9.424
6078.549,11.174,13.226,9.362
6079.950,13.371,13.238,9.379
6081.349,13.644,13.189,9.300
6082.751,13.607,13.192,9.286
6084.151,12.513,13.275,9.163
6085.554,12.696,13.250,9.145
6086.954,13.426,13.154,9.252
6088.354,13.092,13.074,9.179
6089.758,12.805,13.014,9.056
6091.159,12.866,12.937,9.165
6092.563,12.528,13.021,9.195
6093.965,12.644,13.215,9.160
6095.370,12.958,13.245,9.201
6096.772,12.905,13.201,9.429
6098.178,14.430,13.274,9.923
6099.581,14.300,13.266,9.508
6100.984,13.955,13.216,9.433
6102.391,13.915,13.110,9.174
6103.795,12.954,13.055,9.213
6105.203,12.476,13.160,9.663
6106.607,12.560,13.276,9.795
6108.015,13.168,13.069,9.488
6109.420,14.282,13.195,9.194
6110.826,13.508,13.273,9.114
6112.235,11.709,13.220,9.191
6113.641,13.517,13.252,9.294
6115.051,12.469,13.379,9.031
6116.458,13.581,13.196,8.893
6117.868,12.301,13.173,8.671
6119.276,12.662,13.283,8.805
6120.683,14.695,13.308,8.762
6122.095,13.581,13.292,8.449
6123.503,13.198,13.315,8.717
6124.915,13.167,13.175,8.798
6126.324,12.312,13.129,8.670
6127.737,12.891,13.202,8.812
6129.147,13.566,13.135,8.611
6130.557,12.674,13.062,8.521
6131.970,13.322,13.178,8.582
6133.381,12.647,13.181,8.455
6134.795,13.107,13.212,8.884
6136.207,12.382,13.244,8.725
6137.622,11.856,13.331,9.227
6139.034,13.307,13.376,10.095
6140.446,13.147,13.280,10.521
6141.862,13.598,13.236,10.442
6143.275,12.740,13.385,10.332
6144.691,13.369,13.398,10.644
6146.105,13.261,13.358,10.959
6147.522,12.207,13.351,10.625
6148.936,14.321,13.388,9.454
6150.351,12.266,13.479,9.053
6151.769,13.476,13.311,8.944
6153.184,13.264,13.107,10.037
6154.603,12.442,13.065,11.363
6156.019,11.420,13.158,12.276
6157.439,12.004,13.231,11.827
6158.855,13.661,13.203,10.780
6160.272,13.875,13.074,11.073
6161.693,12.997,13.093,12.381
6163.110,12.382,13.070,13.431
6164.531,12.544,13.036,12.600
6165.949,13.213,13.159,10.533
6167.371,13.428,13.299,9.215
6168.790,13.296,13.276,9.253
6170.209,13.703,13.189,9.632
6171.632,12.826,13.203,11.101
6173.052,15.360,13.294,11.419
6174.475,13.884,13.306,10.150
6175.896,12.628,13.176,8.959
6177.320,13.955,13.096,9.130
6178.741,14.341,13.105,9.179
6180.162,13.889,13.046,8.784
6181.588,12.468,13.020,8.313
6183.010,11.248,13.095,8.483
6184.435,11.793,12.927,8.893
6185.858,13.375,12.854,9.028
6187.285,13.604,12.881,8.932
6188.708,12.774,13.017,8.896
6190.132,13.382,13.032,8.756
6191.559,13.908,12.857,8.596
6192.983,12.754,12.979,8.955
6194.412,13.100,13.077,9.249
6195.837,15.031,13.054,9.564
6197.265,14.415,12.895,8.540
6198.691,14.199,12.821,8.485
6200.117,12.205,12.948,8.474
6201.547,10.365,12.953,8.455
6202.973,13.005,13.039,9.689
6204.404,14.438,13.131,10.867
6205.831,11.928,13.236,10.371
6207.262,11.344,13.360,9.243
6208.690,13.283,13.430,8.227
6210.122,12.871,13.351,8.479
6211.550,12.050,13.334,8.489
6212.979,13.373,13.288,9.136
6214.412,13.221,13.394,9.496
6215.842,13.649,13.496,9.400
6217.275,13.192,13.386,8.483
6218.705,12.509,13.376,7.953
6220.139,12.816,13.393,8.201
6221.570,13.760,13.321,9.605
6223.002,13.810,13.348,11.066
6224.437,12.921,13.444,11.069
6225.869,14.025,13.464,9.548
6227.304,14.651,13.494,8.257
6228.737,12.613,13.467,7.854
6230.173,14.069,13.378,7.705
6231.606,14.742,13.364,7.396
6233.040,12.579,13.373,8.318
6234.477,13.738,13.275,11.196
6235.911,11.827,13.178,18.667
6237.349,15.370,13.258,23.455
6238.784,12.888,13.333,21.908
6240.223,13.069,13.252,16.799
6241.659,14.196,13.221,13.607
6243.094,12.524,13.314,13.244
6244.534,12.123,13.060,12.931
6245.971,12.949,13.060,11.434
6247.411,12.757,13.358,9.757
6248.848,13.379,13.469,8.965
6250.289,14.291,13.478,8.648
6251.727,13.760,13.639,8.611
6253.165,14.038,13.533,7.859
6254.607,12.981,13.438,7.865
6256.046,14.022,13.523,7.925
6257.489,14.731,13.379,13.241
6258.928,11.954,13.163,20.881
6260.371,13.615,13.219,21.806
6261.812,13.892,13.179,16.698
6263.252,13.651,13.198,11.340
6264.696,13.497,13.197,10.568
6266.138,12.880,13.204,12.226
6267.583,13.018,13.166,12.989
6269.024,13.451,13.095,11.999
6270.470,13.188,13.184,9.830
6271.913,13.154,13.042,9.016
6273.355,12.676,13.146,8.477
6274.802,13.093,13.204,8.765
6276.246,13.316,13.222,9.428
6277.693,15.066,13.362,9.982
6279.137,13.126,13.245,10.584
6280.585,12.331,13.112,9.789
6282.030,13.149,12.936,8.613
6283.475,13.720,12.779,7.961
6284.924,12.332,12.755,8.070
6286.370,12.785,12.892,10.119
6287.819,12.334,13.051,15.349
6289.266,12.400,13.133,19.360
6290.716,13.531,13.121,17.368
6292.163,13.258,13.258,11.780
6293.611,13.729,13.369,8.004
6295.062,13.865,13.235,8.095
6296.510,14.240,13.281,8.279
6297.962,13.977,13.359,11.427
6299.411,13.978,13.165,24.497
6300.864,10.759,13.018,61.856
6302.313,10.640,12.943,75.505
6303.763,12.007,12.780,55.052
6305.217,13.819,12.800,23.817
6306.667,14.407,13.030,16.287
6308.122,13.507,13.069,20.948
6309.573,12.723,13.028,21.418
6311.028,12.779,13.075,15.259
6312.480,13.186,13.186,9.318
6313.932,13.088,13.205,7.867
6315.388,12.692,13.081,7.631
6316.841,12.670,12.744,7.657
6318.297,11.860,12.525,7.594
6319.751,12.555,12.477,7.677
6321.208,12.562,12.500,9.719
6322.662,12.932,12.734,12.228
6324.120,13.164,12.711,12.237
6325.575,12.094,12.894,9.873
6327.030,13.315,13.143,8.264
6328.489,13.206,13.187,9.317
6329.945,11.807,13.016,14.833
6331.405,12.424,12.918,19.169
6332.861,13.291,12.933,17.594
6334.322,12.561,12.988,12.256
6335.779,12.425,12.988,8.286
6337.236,13.287,12.903,7.686
6338.698,13.250,12.773,7.704
6340.156,13.141,12.648,7.540
6341.618,12.761,12.496,7.805
6343.077,13.483,12.272,7.867
6344.540,11.472,12.039,8.343
6345.999,11.770,11.997,8.098
6347.459,12.658,12.176,8.267
6348.923,11.739,12.217,10.016
6350.383,11.496,12.354,11.221
6351.848,11.724,12.312,10.349
6353.309,11.368,12.359,8.613
6354.774,13.314,12.510,8.288
6356.236,13.137,12.569,11.148
6357.698,11.956,12.651,15.038
6359.164,12.819,12.669,14.918
6360.627,12.721,12.737,11.055
6362.094,12.592,12.743,9.548
6363.557,11.847,12.701,16.103
6365.025,10.566,12.765,27.621
6366.489,13.343,12.923,28.450
6367.954,13.514,12.774,17.507
6369.422,14.615,12.599,8.955
6370.887,12.898,12.566,7.538
6372.357,13.011,12.494,7.493
6373.823,12.470,12.255,7.214
6375.292,13.197,12.247,7.393
6376.759,13.527,12.542,7.265
6378.226,13.147,12.605,7.620
6379.697,11.992,12.635,8.729
6381.164,11.958,12.712,9.488
6382.636,12.551,12.678,8.998
6384.104,12.387,12.598,8.082
6385.576,12.892,12.642,8.499
6387.045,13.469,12.714,10.714
6388.515,12.860,12.786,11.896
6389.988,12.507,12.861,10.725
6391.458,12.704,12.884,7.944
6392.932,13.549,12.763,7.497
6394.402,12.481,12.663,7.327
6395.877,12.481,12.541,7.240
6397.348,12.426,12.415,7.179
6398.820,12.271,12.340,7.146
6400.296,12.241,12.343,7.122
6401.768,12.363,12.355,7.259
6403.244,12.058,12.255,7.306
6404.717,12.767,12.299,7.262
6406.194,12.360,12.398,7.134
6407.668,12.604,12.484,6.942
6409.142,13.834,12.564,6.774
6410.620,12.434,12.520,6.708
6412.095,12.110,12.323,6.881
6413.573,11.685,12.233,7.433
6415.049,13.544,12.103,8.153
6416.528,13.412,12.021,8.007
6418.004,11.079,12.179,7.327
6419.481,12.842,12.346,7.259
6420.961,11.855,12.560,8.311
6422.438,11.520,12.417,8.883
6423.919,13.523,12.245,8.002
6425.397,13.193,12.202,7.148
6426.878,10.770,12.118,6.786
6428.357,11.586,11.976,6.695
6429.836,12.933,12.012,6.766
6431.319,12.219,12.098,6.742
6432.798,11.434,12.167,6.491
6434.281,12.100,12.306,6.480
6435.762,13.087,12.473,6.575
6437.246,12.061,12.293,6.773
6438.727,11.274,12.052,6.897
6440.211,12.085,12.056,6.528
6441.693,12.480,12.081,6.527
6443.175,10.719,12.039,6.589
6444.661,13.216,12.067,6.507
6446.143,12.703,12.174,6.539
6447.630,12.602,12.276,6.737
6449.113,13.713,12.484,6.809
6450.600,12.252,12.536,6.993
6452.084,12.361,12.484,7.545
6453.568,12.274,12.513,7.919
6455.056,13.472,12.402,7.733
6456.541,13.251,12.524,7.353
6458.030,11.933,12.500,7.423
6459.516,12.472,12.525,7.906
6461.006,12.835,12.566,8.016
6462.492,12.687,12.488,7.951
6463.979,12.961,12.585,9.152
6465.469,13.317,12.319,12.597
6466.957,12.141,12.140,15.878
6468.448,10.252,12.112,15.156
6469.936,12.089,12.141,12.129
6471.428,13.167,12.249,12.637
6472.917,11.687,12.515,14.032
6474.406,11.462,12.570,11.737
6475.899,12.892,12.665,8.170
6477.388,13.969,12.754,7.224
6478.882,13.108,12.761,8.020
6480.372,13.307,12.734,8.343
6481.867,13.194,12.776,7.750
6483.358,12.020,12.974,6.873
6484.849,12.784,14.053,6.416
6486.345,14.995,15.098,6.259
6487.837,14.941,15.161,6.064
6489.333,13.297,14.242,6.143
6490.826,12.837,13.256,6.112
6492.323,13.204,12.680,6.051
6493.816,12.469,12.605,6.152
6495.310,13.874,12.709,6.266
6496.808,13.525,12.771,6.621
6498.303,12.833,12.759,11.390
6499.801,11.594,12.675,19.407
6501.296,12.487,12.644,20.187
6502.796,12.013,12.349,14.065
6504.292,11.830,12.255,9.536
6505.788,11.330,12.350,10.207
6507.288,11.850,12.281,11.000
6508.785,12.823,12.342,9.283
6510.286,12.944,12.547,7.151
6511.784,13.340,12.688,6.309
6513.285,13.945,12.708,6.557
6514.784,12.502,12.746,6.973
6516.282,11.199,12.847,7.228
6517.785,12.729,12.728,6.831
6519.284,13.028,12.673,6.126
6520.788,12.418,12.640,6.192
6522.288,12.191,12.524,7.626
6523.792,11.611,12.418,9.409
6525.293,12.311,12.451,9.706
6526.794,13.137,12.503,7.903
6528.299,12.614,12.702,6.985
6529.801,12.609,12.706,6.603
6531.306,12.739,12.515,6.805
6532.809,12.093,12.395,10.818
6534.315,11.757,12.508,16.228
6535.819,12.767,12.617,16.219
6537.322,13.266,12.683,11.253
6538.830,12.891,12.723,7.209
6540.334,13.105,12.722,6.397
6541.842,12.890,12.641,6.977
6543.347,12.830,12.524,8.326
6544.856,13.582,12.527,10.435
6546.362,11.855,12.366,11.465
6547.867,12.514,12.303,9.672
6549.377,13.749,12.481,7.194
6550.884,12.919,12.833,6.592
6552.395,12.425,13.156,7.770
6553.902,13.074,13.240,14.278
6555.413,11.745,13.053,19.931
6556.921,12.895,12.768,17.341
6558.433,12.835,12.690,9.573
6559.942,12.929,12.803,6.355
6561.451,11.501,12.885,7.032
6562.964,12.271,12.936,10.627
6564.474,11.534,12.947,13.722
6565.988,10.917,12.771,12.829
6567.498,12.192,12.689,9.213
6569.013,12.865,12.691,8.570
6570.524,12.600,12.646,10.102
6572.036,12.947,12.846,9.756
6573.551,13.080,12.753,8.057
6575.063,12.595,12.686,6.917
6576.580,13.567,12.801,8.713
6578.092,13.699,12.869,13.853
6579.609,12.954,12.713,16.809
6581.123,12.147,12.676,13.113
6582.637,12.321,12.556,7.660
6584.155,11.724,12.640,6.844
6585.670,12.374,12.656,6.934
6587.188,10.944,12.496,6.752
6588.704,11.620,12.401,6.428
6590.223,12.605,12.514,6.303
6591.739,11.828,12.523,6.489
6593.255,12.560,12.642,6.474
6594.776,13.397,12.779,6.457
6596.293,13.370,12.772,7.109
6597.814,12.365,12.599,8.490
6599.332,12.467,12.446,8.882
6600.854,12.655,12.600,7.570
6602.372,12.123,12.610,6.683
6603.891,11.572,12.525,8.323
6605.414,11.171,12.521,11.111
6606.933,12.010,12.579,11.622
6608.457,11.840,12.513,8.856
6609.977,12.965,12.421,6.102
6611.502,12.322,12.350,6.105
6613.022,11.397,12.522,6.097
6614.544,13.259,12.798,5.967
6616.069,12.411,12.828,5.968
6617.591,12.209,12.690,6.021
6619.117,13.155,12.615,5.899
6620.640,11.735,12.505,6.010
6622.167,13.865,12.478,5.988
6623.690,12.583,12.496,6.107
6625.214,12.395,12.487,5.996
6626.742,12.723,12.657,6.161
6628.266,13.307,12.562,6.883
6629.794,12.449,12.549,7.259
6631.320,12.056,12.643,6.994
6632.849,12.576,12.807,6.707
6634.375,12.929,12.974,7.415
6635.901,12.922,12.907,8.469
6637.431,12.550,12.826,8.192
6638.958,12.689,12.568,7.001
6640.489,12.080,12.344,6.327
6642.017,11.681,12.318,6.113
6643.548,13.736,12.426,6.045
6645.077,12.493,12.493,6.002
6646.605,13.318,12.422,6.007
6648.138,11.784,12.563,6.083
6649.667,12.338,12.741,5.800
6651.201,12.590,12.756,6.044
6652.731,12.176,12.608,6.211
6654.265,12.389,12.398,6.293
6655.796,11.820,12.431,6.268
6657.327,12.780,12.674,6.224
6658.862,12.626,12.833,6.044
6660.394,12.646,12.833,6.065
6661.930,13.174,12.785,6.420
6663.462,12.749,12.695,6.616
6664.999,13.301,12.732,6.501
6666.532,13.550,12.815,6.401
6668.066,12.769,12.817,6.690
6669.604,12.397,12.739,7.161
6671.138,12.223,12.665,6.889
6672.676,12.433,12.611,6.222
6674.211,12.777,12.617,5.939
6675.750,12.444,12.652,6.011
6677.286,11.628,12.653,5.957
6678.826,13.259,12.663,5.886
6680.362,13.029,12.703,5.952
6681.899,12.616,12.566,5.931
6683.440,11.787,12.356,6.009
6684.977,13.423,12.058,5.881
6686.519,12.496,11.686,6.002
6688.057,11.694,11.446,6.240
6689.599,11.870,11.542,6.140
6691.138,11.793,11.794,6.181
6692.678,12.154,12.067,5.954
6694.221,12.382,12.274,5.842
6695.761,12.107,12.431,5.729
